Time Period,IR,RED
294.9,98681,139745
294.92,98799,139868
294.94,98847,139811
294.96,98826,139940
294.98,98830,139930
295,98782,139929
295.02,98810,140160
295.04,98768,139905
295.06,98815,139983
295.08,98761,139698
295.1,98764,139917
295.12,98898,140090
295.14,98886,139905
295.16,98813,139855
295.18,98792,139799
295.2,98738,139561
295.22,98691,139396
295.24,98690,139605
295.26,98684,139561
295.28,98698,139444
295.3,98657,139425
295.32,98635,139193
295.34,98528,13927198704
295.36,98763,139792
295.38,98688,139683
295.4,98736,140025
295.42,98705,139916
295.44,98681,139818
295.46,98732,139805
295.48,98688,139726
295.5,98649,139699
295.52,98669,139823
295.54,98737,139790
295.56,98630,139769
295.58,98707,140093
295.6,98788,139988
295.62,98615,139672
295.64,98689,139656
295.66,98636,139635
295.68,98690,139950
295.7,98738,139894
295.72,98743,139807
295.74,98682,139830
295.76,98721,139823
295.78,98684,139948
295.8,98694,139933
295.82,98740,139682
295.84,98645,139542
295.86,98624,139582
295.88,98643,139643
295.9,98665,139681
295.92,98628,139743
295.94,98743,139765
295.96,98717,139771
295.98,98718,139979
296,98713,139620
296.02,98640,139434
296.04,98626,139471
296.06,98679,139683
296.08,98727,139715
296.1,98733,139639
296.12,98726,139757
296.14,98746,139795
296.16,98739,139664
296.18,98685,139689
296.2,98659,139570
296.22,98672,139504
296.24,98601,139553
296.26,98747,139745
296.28,98732,139788
296.3,98695,139945
296.32,98768,139946
296.34,98686,139653
296.36,98606,139591
296.38,98677,139905
296.4,98880,139877
296.42,98735,139816
296.44,98795,140042
296.46,98816,139901
296.48,98804,139856
296.5,98699,139811
296.52,98776,139785
296.54,98804,139791
296.56,98717,139692
296.58,98621,139719
296.6,98804,139894
296.62,98742,139811
296.64,98705,139755
296.66,98714,139635
296.68,98708,139593
296.7,98784,139741
296.72,98710,139817
296.74,98665,139659
296.76,98708,139824
296.78,98739,139702
296.8,98733,139784
296.82,98715,139633
296.84,98811,140239
296.86,98970,140390
296.88,98863,140090
296.9,98809,140009
296.92,98881,139948
296.94,98818,139896
296.96,98759,139849
296.98,98794,139739
297,98690,139644
297.02,98722,139728
297.04,98709,139637
297.06,98637,139684
297.08,98761,139630
297.1,98639,139803
297.12,98778,139812
297.14,98716,139682
297.16,98729,139899
297.18,98707,139642
297.2,98699,139742
297.22,98714,139524
297.24,98792,140122
297.26,98984,140644
297.28,99020,140704
297.3,98985,140659
297.32,99069,140494
297.34,98850,139848
297.36,98723,140052
297.38,98833,140075
297.4,98845,140141
297.42,98791,140161
297.44,98818,140126
297.46,98745,140092
297.48,98770,140008
297.5,98816,140114
297.52,98852,140352
297.54,98912,140233
297.56,98806,140092
297.58,98796,139903
297.6,98757,139936
297.62,98811,140598
297.64,99008,140293
297.66,98816,139973
297.68,98805,140102
297.7,98831,140262
297.72,98910,140909
297.74,99127,140737
297.76,98972,140616
297.78,98987,140590
297.8,98885,140351
297.82,98834,140124
297.84,98747,139795
297.86,98625,139795
297.88,98705,139929
297.9,98752,140001
297.92,98744,140001
297.94,98783,139922
297.96,98762,140145
297.98,98777,139992
298,98661,139999
298.02,98851,140233
298.04,98838,140209
298.06,98843,140068
298.08,98801,140056
298.1,98868,140001
298.12,98787,139939
298.14,98722,139503
298.16,98679,139720
298.18,98678,139574
298.2,98645,139660
298.22,98697,139753
298.24,98729,139855
298.26,98718,139694
298.28,98606,139844
298.3,98726,139988
298.32,98774,139908
298.34,98776,139744
298.36,98816,140421
298.38,98905,140245
298.4,98807,140279
298.42,98952,140427
298.44,98918,140432
298.46,98901,140166
298.48,98806,139952
298.5,98730,140024
298.52,98888,140110
298.54,98775,139681
298.56,98710,139901
298.58,98723,139665
298.6,98677,139698
298.62,98729,139773
298.64,98733,139670
298.66,98626,139647
298.68,98795,139765
298.7,98744,139670
298.72,98654,139744
298.74,98772,139775
298.76,98776,140003
298.78,98702,139512
298.8,98696,139767
298.82,98785,140100
298.84,98860,140051
298.86,98839,140030
298.88,98898,140076
298.9,98853,139986
298.92,98804,139856
298.94,98721,139882
298.96,98891,140012
298.98,98774,139702
299,98734,139827
299.02,98768,139779
299.04,98679,139612
299.06,98648,139695
299.08,98786,139741
299.1,98737,139640
299.12,98670,139743
299.14,98732,139826
299.16,98853,139831
299.18,98729,139720
299.2,98842,139973
299.22,98902,139928
299.24,98832,139893
299.26,98841,139996
299.28,98817,139892
299.3,98755,140016
299.32,98840,139904
299.34,98758,139672
299.36,98681,139745
299.38,98799,139868
299.4,98847,139811
299.42,98826,139940
299.44,98830,139930
299.46,98782,139929
299.48,98810,140160
299.5,98768,139905
299.52,98815,139983
299.54,98761,139698
299.56,98764,139917
299.58,98898,140090
299.6,98886,139905
299.62,98813,139855
299.64,98792,139799
299.66,98738,139561
299.68,98691,139396
299.7,98690,139605
299.72,98684,139561
299.74,98698,139444
299.76,98657,139425
299.78,98635,139193
299.8,98528,13927198704
299.82,98763,139792
299.84,98688,139683
299.86,98736,140025
299.88,98705,139916
299.9,98681,139818
299.92,98732,139805
299.94,98688,139726
299.96,98649,139699
299.98,98669,139823
300,98737,139790
300.02,98630,139769
300.04,98707,140093
300.06,98788,139988
300.08,98615,139672
300.1,98689,139656
300.12,98636,139635
300.14,98690,139950
300.16,98738,139894
300.18,98743,139807
300.2,98682,139830
300.22,98721,139823
300.24,98684,139948
300.26,98694,139933
300.28,98740,139682
300.3,98645,139542
300.32,98624,139582
300.34,98643,139643
300.36,98665,139681
300.38,98628,139743
300.4,98743,139765
300.42,98717,139771
300.44,98718,139979
300.46,98713,139620
300.48,98640,139434
300.5,98626,139471
300.52,98679,139683
300.54,98727,139715
300.56,98733,139639
300.58,98726,139757
300.6,98746,139795
300.62,98739,139664
300.64,98685,139689
300.66,98659,139570
300.68,98672,139504
300.7,98601,139553
300.72,98747,139745
300.74,98732,139788
300.76,98695,139945
300.78,98768,139946
300.8,98686,139653
300.82,98606,139591
300.84,98677,139905
300.86,98880,139877
300.88,98735,139816
300.9,98795,140042
300.92,98816,139901
300.94,98804,139856
300.96,98699,139811
300.98,98776,139785
301,98804,139791
301.02,98717,139692
301.04,98621,139719
301.06,98804,139894
301.08,98742,139811
301.1,98705,139755
301.12,98714,139635
301.14,98708,139593
301.16,98784,139741
301.18,98710,139817
301.2,98665,139659
301.22,98708,139824
301.24,98739,139702
301.26,98733,139784
301.28,98715,139633
301.3,98811,140239
301.32,98970,140390
301.34,98863,140090
301.36,98809,140009
301.38,98881,139948
301.4,98818,139896
301.42,98759,139849
301.44,98794,139739
301.46,98690,139644
301.48,98722,139728
301.5,98709,139637
301.52,98637,139684
301.54,98761,139630
301.56,98639,139803
301.58,98778,139812
301.6,98716,139682
301.62,98729,139899
301.64,98707,139642
301.66,98699,139742
301.68,98714,139524
301.7,98792,140122
301.72,98984,140644
301.74,99020,140704
301.76,98985,140659
301.78,99069,140494
301.8,98850,139848
301.82,98723,140052
301.84,98833,140075
301.86,98845,140141
301.88,98791,140161
301.9,98818,140126
301.92,98745,140092
301.94,98770,140008
301.96,98816,140114
301.98,98852,140352
302,98912,140233
302.02,98806,140092
302.04,98796,139903
302.06,98757,139936
302.08,98811,140598
302.1,99008,140293
302.12,98816,139973
302.14,98805,140102
302.16,98831,140262
302.18,98910,140909
302.2,99127,140737
302.22,98972,140616
302.24,98987,140590
302.26,98885,140351
302.28,98834,140124
302.3,98747,139795
302.32,98625,139795
302.34,98705,139929
302.36,98752,140001
302.38,98744,140001
302.4,98783,139922
302.42,98762,140145
302.44,98777,139992
302.46,98661,139999
302.48,98851,140233
302.5,98838,140209
302.52,98843,140068
302.54,98801,140056
302.56,98868,140001
302.58,98787,139939
302.6,98722,139503
302.62,98679,139720
302.64,98678,139574
302.66,98645,139660
302.68,98697,139753
302.7,98729,139855
302.72,98718,139694
302.74,98606,139844
302.76,98726,139988
302.78,98774,139908
302.8,98776,139744
302.82,98816,140421
302.84,98905,140245
302.86,98807,140279
302.88,98952,140427
302.9,98918,140432
302.92,98901,140166
302.94,98806,139952
302.96,98730,140024
302.98,98888,140110
303,98775,139681
303.02,98710,139901
303.04,98723,139665
303.06,98677,139698
303.08,98729,139773
303.1,98733,139670
303.12,98626,139647
303.14,98795,139765
303.16,98744,139670
303.18,98654,139744
303.2,98772,139775
303.22,98776,140003
303.24,98702,139512
303.26,98696,139767
303.28,98785,140100
303.3,98860,140051
303.32,98839,140030
303.34,98898,140076
303.36,98853,139986
303.38,98804,139856
303.4,98721,139882
303.42,98891,140012
303.44,98774,139702
303.46,98734,139827
303.48,98768,139779
303.5,98679,139612
303.52,98648,139695
303.54,98786,139741
303.56,98737,139640
303.58,98670,139743
303.6,98732,139826
303.62,98853,139831
303.64,98729,139720
303.66,98842,139973
303.68,98902,139928
303.7,98832,139893
303.72,98841,139996
303.74,98817,139892
303.76,98755,140016
303.78,98840,139904
303.8,98758,139672
303.82,98681,139745
303.84,98799,139868
303.86,98847,139811
303.88,98826,139940
303.9,98830,139930
303.92,98782,139929
303.94,98810,140160
303.96,98768,139905
303.98,98815,139983
304,98761,139698
304.02,98764,139917
304.04,98898,140090
304.06,98886,139905
304.08,98813,139855
304.1,98792,139799
304.12,98738,139561
304.14,98691,139396
304.16,98690,139605
304.18,98684,139561
304.2,98698,139444
304.22,98657,139425
304.24,98635,139193
304.26,98528,13927198699
304.28,98700,139534
304.3,98748,139764
304.32,98823,140001
304.34,98862,139955
304.36,98806,139932
304.38,98848,139732
304.4,98744,139834
304.42,98778,139714
304.44,98720,139756
304.46,98733,139733
304.48,98724,139672
304.5,98658,139670
304.52,98772,139765
304.54,98741,139631
304.56,98713,139756
304.58,98700,139637
304.6,98737,139701
304.62,98675,139514
304.64,98695,139816
304.66,98836,140009
304.68,98796,139880
304.7,98800,139917
304.72,98726,139854
304.74,98752,139856
304.76,98752,139782
304.78,98789,139730
304.8,98747,139888
304.82,98799,140064
304.84,98797,139997
304.86,98718,139878
304.88,98806,139777
304.9,98692,139631
304.92,98726,140048
304.94,98746,139726
304.96,98615,139680
304.98,98758,140212
305,98833,140098
305.02,98703,140003
305.04,98777,140011
305.06,98694,139757
305.08,98765,139732
305.1,98708,139577
305.12,98586,139657
305.14,98697,139805
305.16,98732,139662
305.18,98625,139707
305.2,98765,140150
305.22,98755,139799
305.24,98691,139827
305.26,98777,139745
305.28,98718,139647
305.3,98699,139732
305.32,98663,139764
305.34,98710,139697
305.36,98630,139703
305.38,98705,139728
305.4,98779,139849
305.42,98694,139581
305.44,98663,139626
305.46,98752,139712
305.48,98710,139610
305.5,98693,139661
305.52,98759,139678
305.54,98657,139609
305.56,98628,139683
305.58,98764,139662
305.6,98736,139708
305.62,98718,139662
305.64,98701,139622
305.66,98727,139602
305.68,98659,139543
305.7,98658,139564
305.72,98614,139705
305.74,98762,139620
305.76,98694,139664
305.78,98704,139699
305.8,98736,139794
305.82,98720,139542
305.84,98637,139537
305.86,98641,139852
305.88,98856,139903
305.9,98808,139859
305.92,98765,139946
305.94,98849,139948
305.96,98739,139789
305.98,98740,139884
306,98771,139892
306.02,98679,139741
306.04,98793,139671
306.06,98736,139692
306.08,98644,139572
306.1,98683,139577
306.12,98694,139574
306.14,98722,139733
306.16,98713,139811
306.18,98759,139802
306.2,98786,139946
306.22,98693,139634
306.24,98755,139825
306.26,98699,139590
306.28,98700,139534
306.3,98748,139764
306.32,98823,140001
306.34,98862,139955
306.36,98806,139932
306.38,98848,139732
306.4,98744,139834
306.42,98778,139714
306.44,98720,139756
306.46,98733,139733
306.48,98724,139672
306.5,98658,139670
306.52,98772,139765
306.54,98741,139631
306.56,98713,139756
306.58,98700,139637
306.6,98737,139701
306.62,98675,139514
306.64,98695,139816
306.66,98836,140009
306.68,98796,139880
306.7,98800,139917
306.72,98726,139854
306.74,98752,139856
306.76,98752,139782
306.78,98789,139730
306.8,98747,139888
306.82,98799,140064
306.84,98797,139997
306.86,98718,139878
306.88,98806,139777
306.9,98692,139631
306.92,98726,140048
306.94,98746,139726
306.96,98615,139680
306.98,98758,140212
307,98833,140098
307.02,98703,140003
307.04,98777,140011
307.06,98694,139757
307.08,98765,139732
307.1,98708,139577
307.12,98586,139657
307.14,98697,139805
307.16,98732,139662
307.18,98625,139707
307.2,98765,140150
307.22,98755,139799
307.24,98691,139827
307.26,98777,139745
307.28,98718,139647
307.3,98699,139732
307.32,98663,139764
307.34,98710,139697
307.36,98630,139703
307.38,98705,139728
307.4,98779,139849
307.42,98694,139581
307.44,98663,139626
307.46,98752,139712
307.48,98710,139610
307.5,98693,139661
307.52,98759,139678
307.54,98657,139609
307.56,98628,139683
307.58,98764,139662
307.6,98736,139708
307.62,98718,139662
307.64,98701,139622
307.66,98727,139602
307.68,98659,139543
307.7,98658,139564
307.72,98614,139705
307.74,98762,139620
307.76,98694,139664
307.78,98704,139699
307.8,98736,139794
307.82,98720,139542
307.84,98637,139537
307.86,98641,139852
307.88,98856,139903
307.9,98808,139859
307.92,98765,139946
307.94,98849,139948
307.96,98739,139789
307.98,98740,139884
308,98771,139892
308.02,98679,139741
308.04,98793,139671
308.06,98736,139692
308.08,98644,139572
308.1,98683,139577
308.12,98694,139574
308.14,98722,139733
308.16,98713,139811
308.18,98759,139802
308.2,98786,139946
308.22,98693,139634
308.24,98755,139825
308.26,98721,139857
308.28,98752,139838
308.3,98739,139723
308.32,98696,139715
308.34,98699,139703
308.36,98782,139794
308.38,98723,139633
308.4,98708,139680
308.42,98765,139587
308.44,98681,139446
308.46,98677,139641
308.48,98698,139593
308.5,98691,139609
308.52,98668,139741
308.54,98717,139731
308.56,98695,139776
308.58,98674,139590
308.6,98784,139798
308.62,98739,139627
308.64,98691,139635
308.66,98692,139596
308.68,98669,139534
308.7,98692,139755
308.72,98739,139605
308.74,98671,139678
308.76,98670,139658
308.78,98790,139670
308.8,98708,139634
308.82,98720,139713
308.84,98698,139644
308.86,98763,139745
308.88,98737,139717
308.9,98686,139702
308.92,98807,139835
308.94,98668,139658
308.96,98685,139531
308.98,98597,139229
309,98590,139390
309.02,98689,139408
309.04,98576,139374
309.06,98622,139760
309.08,98726,139608
309.1,98636,139474
309.12,98741,139535
309.14,98668,139498
309.16,98622,139563
309.18,98748,139575
309.2,98689,139506
309.22,98711,139693
309.24,98727,139690
309.26,98670,139663
309.28,98778,139730
309.3,98774,139688
309.32,98749,139787
309.34,98730,139824
309.36,98760,139826
309.38,98730,139487
309.4,98709,139651
309.42,98719,139740
309.44,98793,139596
309.46,98678,139393
309.48,98693,139617
309.5,98687,139649
309.52,98761,139691
309.54,98686,139509
309.56,98713,139799
309.58,98718,139552
309.6,98694,139530
309.62,98713,139690
309.64,98692,139569
309.66,98634,139703
309.68,98784,139779
309.7,98734,139651
309.72,98722,139721
309.74,98734,139799
309.76,98804,139837
309.78,98709,139566
309.8,98740,139699
309.82,98702,139616
309.84,98650,139529
309.86,98694,139519
309.88,98765,139569
309.9,98686,139465
309.92,98694,139595
309.94,98676,139633
309.96,98725,139553
309.98,98664,139396
310,98634,139436
310.02,98673,139557
310.04,98649,139430
310.06,98644,139501
310.08,98672,139445
310.1,98633,139332
310.12,98562,139334
310.14,98676,139467
310.16,98670,139347
310.18,98618,139397
310.2,98659,139535
310.22,98664,139485
310.24,98641,139307
310.26,98699,139590
310.28,98700,139534
310.3,98748,139764
310.32,98823,140001
310.34,98862,139955
310.36,98806,139932
310.38,98848,139732
310.4,98744,139834
310.42,98778,139714
310.44,98720,139756
310.46,98733,139733
310.48,98724,139672
310.5,98658,139670
310.52,98772,139765
310.54,98741,139631
310.56,98713,139756
310.58,98700,139637
310.6,98737,139701
310.62,98675,139514
310.64,98695,139816
310.66,98836,140009
310.68,98796,139880
310.7,98800,139917
310.72,98726,139854
310.74,98752,139856
310.76,98752,139782
310.78,98789,139730
310.8,98747,139888
310.82,98799,140064
310.84,98797,139997
310.86,98718,139878
310.88,98806,139777
310.9,98692,139631
310.92,98726,140048
310.94,98746,139726
310.96,98615,139680
310.98,98758,140212
311,98833,140098
311.02,98703,140003
311.04,98777,140011
311.06,98694,139757
311.08,98765,139732
311.1,98708,139577
311.12,98586,139657
311.14,98697,139805
311.16,98732,139662
311.18,98625,139707
311.2,98765,140150
311.22,98755,139799
311.24,98691,139827
311.26,98777,139745
311.28,98718,139647
311.3,98699,139732
311.32,98663,139764
311.34,98710,139697
311.36,98630,139703
311.38,98705,139728
311.4,98779,139849
311.42,98694,139581
311.44,98663,139626
311.46,98752,139712
311.48,98710,139610
311.5,98693,139661
311.52,98759,139678
311.54,98657,139609
311.56,98628,139683
311.58,98764,139662
311.6,98736,139708
311.62,98718,139662
311.64,98701,139622
311.66,98727,139602
311.68,98659,139543
311.7,98658,139564
311.72,98614,139705
311.74,98762,139620
311.76,98694,139664
311.78,98704,139699
311.8,98736,139794
311.82,98720,139542
311.84,98637,139537
311.86,98641,139852
311.88,98856,139903
311.9,98808,139859
311.92,98765,139946
311.94,98849,139948
311.96,98739,139789
311.98,98740,139884
312,98771,139892
312.02,98679,139741
312.04,98793,139671
312.06,98736,139692
312.08,98644,139572
312.1,98683,139577
312.12,98694,139574
312.14,98722,139733
312.16,98713,139811
312.18,98759,139802
312.2,98786,139946
312.22,98693,139634
312.24,98755,139825
312.26,98721,139857
312.28,98752,139838
312.3,98739,139723
312.32,98696,139715
312.34,98699,139703
